Domain,Area,Element,Item,Year,Value
"Crops and livestock products,""Russian Federation"",""Production"",""Sugar beet"",""2018"",""42065957"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sugar beet"",""2019"",""54350115"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sugar beet"",""2020"",""33915085.9"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sugar beet"",""2021"",""41201668.6"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sugar cane"",""1995"",""0"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sugar cane"",""1996"",""0"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sugar cane"",""1997"",""0"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sugar cane"",""1998"",""0"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sugar cane"",""1999"",""0"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sugar cane"",""2000"",""0"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sugar cane"",""2001"",""0"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sugar cane"",""2002"",""0"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sugar cane"",""2003"",""0"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sugar cane"",""2004"",""0"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sugar cane"",""2005"",""0"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sugar cane"",""2006"",""0"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sugar cane"",""2007"",""0"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sugar cane"",""2008"",""0"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sugar cane"",""2009"",""0"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sugar cane"",""2010"",""0"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sugar cane"",""2011"",""0"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sugar cane"",""2012"",""0"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sugar cane"",""2013"",""0"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sugar cane"",""2014"",""0"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sugar cane"",""2015"",""0"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sugar cane"",""2016"",""0"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sugar cane"",""2017"",""0"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sugar cane"",""2018"",""0"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sugar cane"",""2019"",""0"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sugar cane"",""2020"",""0"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sugar cane"",""2021"",""0"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sunflower seed"",""1992"",""3109770"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sunflower seed"",""1993"",""2765062"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sunflower seed"",""1994"",""2553377"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sunflower seed"",""1995"",""4199570"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sunflower seed"",""1996"",""2762698"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sunflower seed"",""1997"",""2828851"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sunflower seed"",""1998"",""2992779"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sunflower seed"",""1999"",""4149333"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sunflower seed"",""2000"",""3918549"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sunflower seed"",""2001"",""2682194"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sunflower seed"",""2002"",""3688386"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sunflower seed"",""2003"",""4886995"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sunflower seed"",""2004"",""4810257"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sunflower seed"",""2005"",""6469567"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sunflower seed"",""2006"",""6743376"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sunflower seed"",""2007"",""5671389"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sunflower seed"",""2008"",""7350240"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sunflower seed"",""2009"",""6454324"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sunflower seed"",""2010"",""5344821"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sunflower seed"",""2011"",""9062022"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sunflower seed"",""2012"",""7494657"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sunflower seed"",""2013"",""9842355.6"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sunflower seed"",""2014"",""8475346.1"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sunflower seed"",""2015"",""9280295.9"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sunflower seed"",""2016"",""11015109"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sunflower seed"",""2017"",""10480958"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sunflower seed"",""2018"",""12755725"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sunflower seed"",""2019"",""15379287.4"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sunflower seed"",""2020"",""13314418"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sunflower seed"",""2021"",""15656328.6"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sunflower-seed oil, crude"",""1992"",""827000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sunflower-seed oil, crude"",""1993"",""1028293"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sunflower-seed oil, crude"",""1994"",""849041"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sunflower-seed oil, crude"",""1995"",""737327"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sunflower-seed oil, crude"",""1996"",""843960"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sunflower-seed oil, crude"",""1997"",""750000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sunflower-seed oil, crude"",""1998"",""750000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sunflower-seed oil, crude"",""1999"",""823400"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sunflower-seed oil, crude"",""2000"",""1312100"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sunflower-seed oil, crude"",""2001"",""1184700"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sunflower-seed oil, crude"",""2002"",""1117900"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sunflower-seed oil, crude"",""2003"",""1520862"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sunflower-seed oil, crude"",""2004"",""1804087"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sunflower-seed oil, crude"",""2005"",""2080986"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sunflower-seed oil, crude"",""2006"",""2621159"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sunflower-seed oil, crude"",""2007"",""2554850"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sunflower-seed oil, crude"",""2008"",""2160599"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sunflower-seed oil, crude"",""2009"",""2804966"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sunflower-seed oil, crude"",""2010"",""2552285"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sunflower-seed oil, crude"",""2011"",""2545410"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sunflower-seed oil, crude"",""2012"",""3608354"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sunflower-seed oil, crude"",""2013"",""3327911"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sunflower-seed oil, crude"",""2014"",""4060132"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sunflower-seed oil, crude"",""2015"",""3693483"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sunflower-seed oil, crude"",""2016"",""4217326.33"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sunflower-seed oil, crude"",""2017"",""4645486.19"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sunflower-seed oil, crude"",""2018"",""4642814.7"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sunflower-seed oil, crude"",""2019"",""5418427"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sunflower-seed oil, crude"",""2020"",""6024223.31"""
"Crops and livestock products,""Russian Federation"",""Production"",""Tea leaves"",""1992"",""7240"""
"Crops and livestock products,""Russian Federation"",""Production"",""Tea leaves"",""1993"",""7630"""
"Crops and livestock products,""Russian Federation"",""Production"",""Tea leaves"",""1994"",""3960"""
"Crops and livestock products,""Russian Federation"",""Production"",""Tea leaves"",""1995"",""4350"""
"Crops and livestock products,""Russian Federation"",""Production"",""Tea leaves"",""1996"",""2380"""
"Crops and livestock products,""Russian Federation"",""Production"",""Tea leaves"",""1997"",""1630"""
"Crops and livestock products,""Russian Federation"",""Production"",""Tea leaves"",""1998"",""1480"""
"Crops and livestock products,""Russian Federation"",""Production"",""Tea leaves"",""1999"",""1930"""
"Crops and livestock products,""Russian Federation"",""Production"",""Tea leaves"",""2000"",""1520"""
"Crops and livestock products,""Russian Federation"",""Production"",""Tea leaves"",""2001"",""1240"""
"Crops and livestock products,""Russian Federation"",""Production"",""Tea leaves"",""2002"",""1290"""
"Crops and livestock products,""Russian Federation"",""Production"",""Tea leaves"",""2003"",""870"""
"Crops and livestock products,""Russian Federation"",""Production"",""Tea leaves"",""2004"",""1240"""
"Crops and livestock products,""Russian Federation"",""Production"",""Tea leaves"",""2005"",""1260"""
"Crops and livestock products,""Russian Federation"",""Production"",""Tea leaves"",""2006"",""1150"""
"Crops and livestock products,""Russian Federation"",""Production"",""Tea leaves"",""2007"",""630"""
